9,1.25
5,1.12
6,1.17
7,1.09
8,1.00
8,1.11
9,1.21
10,1.5
10,1.75
11,2.43
11,2.30
12,4.15
12,4.10
13,10.81
13,12.31
14,24.10
15,55.48
15,58.72
16,144.78
17,347.94
17,345,02
15,56.3
6,1.05
6,0.25
8,0.36
6,0.27
9,0.48
5,0.25
9,0.42
7,0.27
8,0.31
9,0.46
5,0.27
6,0.27
