10,0.07
10,0.29
5,0.27
10,0.33
12,0.33
18,0.4
25,3.47
16,1.29
14,0.61
9,0.27
25,1.68
37,15.65
31,5.16
38,111.27
31,46.49
25,0.39
23,0.5
29,2.42
39,11.55
18,0.99
4,0.27
33,0.77
16,0.32
36,10.58
23,1.85
20,1.20
34,17.57
37,49.93
23,18.58
13,0.3
32,3.40
34,3.54
35,20.19
36,14.1
31,6.08
41,239.35
40,151.75
46,166.07
43,24.64
39,25.77
46,31.14
30,9.06
